title,price,liter,fuel_type,year,transmission,city
Honda CR-V,11900,2.0,Gasoline,2008,Automatic,Vilnius
Volkswagen Polo,11900,1.0,Gasoline,2019,Mechanical,Vilnius
Volkswagen Caddy,11900,3 m,Diesel,2018,Mechanical,Siauliai
Audi A4,11900,2.0,Diesel,2015,Mechanical,Kaunas
Renault Kangoo 1.5 dCi 90 MAXI incl,11950,1.5,Diesel,2019,Mechanical,Commercial auto (with box
"Audi Q5 2,0 TDI QUATTRO AUT.",11950,2.0,Diesel,2011,Automatic,Radviliskis
Audi A4,11950,2.0,Gasoline,2012,Automatic,Siauliai
Mazda CX-5,11950,2.2,Diesel,2012,Automatic,Utena
Mercedes-Benz E 250,11950,2.1,Diesel,2015,Automatic,Klaipeda
Kia Cee'd,11990,112,Diesel,2017,Mechanical,Vilnius
Kia Cee'd,11990,94 ,Diesel,2017,Mechanical,Vilnius
Kia Cee'd,11990,110,Diesel,2017,Mechanical,Vilnius
Opel Astra,11990,1.6,Diesel,2017,Mechanical,Vilnius
Volkswagen Golf,11999,1.6,Diesel,2018,Mechanical,Siauliai
Mazda CX-5,11999,2.2,Diesel,2014,Automatic,Kretinga
Opel Corsa,11999,1.2,Gasoline,2020,Mechanical,Kretinga
Opel Mokka,11999,1.4,Gasoline,2014,Automatic,Kretinga
Volkswagen Amarok,11999,2.0,Diesel,2012,Mechanical,Kaunas
Volkswagen Tiguan,11999,2.0,Diesel,2011,Automatic,Kaunas
Volkswagen Tiguan,11999,2.0,Diesel,2014,Mechanical,Kaunas
Mercedes-Benz Sprinter,11999,2.2,Diesel,2017,Mechanical,Kaunas
Toyota Auris II,12000,1.8,N/A,2013,Automatic,Vilnius
Mercedes-Benz CLS 55 AMG,12000,5.5,Gasoline,2006,Automatic,Kaunas
Volkswagen Passat,12000,2.0,Diesel,2016,Automatic,Kaunas
Toyota Prius+,12000,1.8,N/A,2012,Automatic,Vilnius
Volvo V90,12000,2.0,Diesel,2018,Automatic,Palanga
Seat Leon,12000,1.6,Diesel,2016,Automatic,Vilnius
Mercedes-Benz Sprinter,12000,2.2,Diesel,2016,Automatic,Panevezys
Toyota RAV4,12000,2.4,N/A,2020,Automatic,Siauliai
Audi A4,12000,2.0,Gasoline,2016,Automatic,Vilnius
Mercedes-Benz SL560,12000,5.5,Gasoline,1987,Automatic,Vilnius
BMW 535 Gran Turismo,12000,3.0,Gasoline,2011,Automatic,Vilnius
Volkswagen Tiguan,12000,2.0,Diesel,2012,Mechanical,Kaunas
BMW X5 E70,12000,4.0,Diesel,2010,Automatic,Vilnius
Buick Regal,12000,2.0,Gasoline,2017,Automatic,Vilnius
Volvo XC60,12199,3.0,Gasoline,2013,Automatic,Kretinga
Lexus RX 400h,12200,3.5,N/A,2009,Automatic,Vilnius
Volkswagen Passat,12200,2.0,Diesel,2017,Automatic,Kedainiai
BMW 730,12300,3.0,Diesel,2010,Automatic,Kaunas
Audi A4,12300,2.0,Diesel,2012,Mechanical,Klaipeda
Audi Q5,12300,3.2,Gasoline,2012,Automatic,Telsiai
Volkswagen Caddy,12300,2.0,Diesel,2017,Automatic,Kaunas
Volkswagen Passat CC,12350,2.0,Gasoline,2016,Automatic,Kretinga
Audi A6,12350,3.0,Diesel,2013,Automatic,Kretinga
Fiat Ducato 2.3 MJT 130 KASSEVOG,12350,2.3,Diesel,2018,Mechanical,Radviliskis
Volkswagen Passat CC,12400,1 m,Diesel,2013,Automatic,Vilnius
Mercedes-Benz E 300,12400,2.1,N/A,2014,Automatic,Vilnius
Opel Mokka,12400,1.4,Gasoline,2014,Automatic,Vilnius
Renault Master,12400,2.3,Diesel,2014,Mechanical,Klaipeda
Volvo XC60,12450,3.0,Gasoline,2013,Automatic,Kretinga
Volkswagen Crafter 2.0 TDI 140 KASSEVOG,12450,2.0,Diesel,2017,Mechanical,Radviliskis
Renault Trafic 1.6 dCi 120,12450,1.6,Diesel,2017,Mechanical,Radviliskis
Opel Insignia,12490,2 m,Diesel,2016,Automatic,Vilnius
Volvo XC60,12490,2.0,Diesel,2013,Automatic,Kretinga
Toyota Corolla,12499,1.2,Gasoline,2019,Mechanical,Talinas
Audi A6 C7,12500,3.0,Diesel,2013,Automatic,Klaipeda
Honda Accord,12500,2.2,Diesel,2015,Automatic,Klaipeda
BMW 530 Gran Turismo,12500,3.0,Diesel,2011,Automatic,Vilnius
BMW 525,12500,3.0,Diesel,2011,Automatic,Radviliskis
Audi A4,12500,3.0,Diesel,2014,Automatic,Vilnius
Fiat Freemont,12500,2.0,Diesel,2013,Automatic,Klaipeda
Suzuki SX4,12500,1.0,Gasoline,2017,Automatic,Vilnius
Ford Connect Tourneo,12500,1.5,Diesel,2018,Mechanical,Marijampole
Mazda 3,12500,2.0,Gasoline,2015,Mechanical,Vilnius
Audi A3,12500,2.0,Diesel,2014,Automatic,Vilnius
Chevrolet Malibu,12500,1.5,Gasoline,2016,Automatic,Vilnius
Audi A4 Allroad,12500,2.0,Gasoline,2013,Automatic,Klaipeda
Nissan Juke,12500,1.6,Gasoline,2018,Mechanical,Vilnius
BMW X6 E71,12500,3.0,Diesel,2009,Automatic,Vilnius
Volkswagen Jetta,12500,1.4,Gasoline,2018,Automatic,Vilnius
Kia Optima,12500,1.7,Diesel,2015,Automatic,Vilnius
BMW Z3,12500,2.8,Gasoline,1998,Automatic,Vilnius
Nissan X-Trail,12500,1.6,Diesel,2015,Automatic,Utena
Mercedes-Benz ML 350 W164,12500,3.5,Gasoline,2011,Automatic,Klaipeda
Ford C-MAX,12500,1.5,Diesel,2019,Automatic,Utena
Renault Grand Scenic,12550,1.6,Diesel,2018,Automatic,Kaunas
Audi S5,12599,4.2,Gasoline,2009,Automatic,Telsiai
Ford Kuga,12600,2.0,Diesel,2014,Automatic,Marijampole
Opel Vivaro,12600,2.0,Diesel,2014,Automatic,Klaipeda
Volvo XC90,12650,3.2,Gasoline,2013,Automatic,Kretinga
Volkswagen Touareg,12700,3.0,Diesel,2010,Automatic,Kedainiai
Volvo V60,12700,2.4,N/A,2013,Automatic,Kedainiai
Audi A8,12700,4.2,Gasoline,2011,Automatic,Vilnius
Audi Q3,12700,2.0,Diesel,2014,Automatic,Panevezys
Audi A1,12700,1.4,Gasoline,2014,Automatic,Vilnius
Volkswagen Passat,12700,2.0,Diesel,2015,Automatic,Klaipeda
Volkswagen Passat,12700,2.0,Diesel,2016,Mechanical,Vilnius
Honda CR-V,12700,2.2,Diesel,2014,Mechanical,Utena
Mercedes-Benz CLA 250,12700,1.9,Gasoline,2014,Automatic,Kaunas
Chevrolet Camaro,12750,5.7,Gasoline,1975,Automatic,Vilnius
"Volkswagen Polo 1,0 TSI 115 DSG7",12750,1.0,Gasoline,2019,Automatic,Radviliskis
Subaru Forester,12750,2.5,Petrol / Gas,2015,Automatic,Kaunas
Ford S-Max,12750,2.0,Diesel,2017,Automatic,Kaunas
Volkswagen Passat,12799,2.0,Diesel,2016,Mechanical,Kretinga
Audi A5,12800,1 m,Diesel,2012,Automatic,Vilnius
Renault Master,12800,2.3,Diesel,2015,Mechanical,Taurage
Jeep Grand Cherokee,12800,3.0,Diesel,2012,Automatic,Utena
Volvo V60,12800,2.0,Gasoline,2015,Automatic,Naujoji Akmene
Skoda Superb,12800,1.6,Diesel,2016,Automatic,Klaipeda
Ford Galaxy,12800,2.0,Diesel,2017,Automatic,Kaunas
Honda Jazz,12800,1.3,Gasoline,2020,Automatic,Kaunas
Volvo S60,12800,2.0,Diesel,2017,Automatic,Vilnius
Volvo XC90,12850,3.2,Gasoline,2011,Automatic,Kretinga
Volvo XC60,12850,3.0,Gasoline,2013,Automatic,Kretinga
Nissan Qashqai,12890,1.6,Diesel,2015,Automatic,Kaunas
Renault Kadjar,12900,1.2,Gasoline,2015,Mechanical,Klaipeda
Subaru Forester,12900,2.5,Gasoline,2015,Automatic,Klaipeda
Audi A4,12900,1 m,Diesel,2014,Automatic,Vilnius
BMW 320 F30,12900,1 m,Gasoline,2012,Automatic,Vilnius
Audi A6 C7,12900,1 m,Diesel,2012,Automatic,Vilnius
BMW 328,12900,2.0,Gasoline,2013,Automatic,Vilnius
Volkswagen Passat,12900,1.4,Gasoline,2017,Automatic,Vilnius
BMW 320,12900,2.0,Diesel,2014,Automatic,Siauliai
Renault Master,12900,2.3,Diesel,2017,Mechanical,Vilnius
Audi A3,12900,1.6,Diesel,2013,Automatic,Marijampole
BMW 525,12900,3 0,Diesel,2014,Automatic,Vilnius
Jaguar XJR,12900,4.0,Gasoline,2000,Automatic,Vilnius
BMW X6,12900,3.0,Diesel,2009,Automatic,Vilnius
BMW 320,12900,2.0,Diesel,2011,Mechanical,Ryga
Mercedes-Benz ML 350,12900,3.0,Diesel,2011,Automatic,Ryga
Volkswagen Passat,12900,1.6,Diesel,2016,Automatic,Ryga
Land Rover Range Rover Sport,12900,3.0,Diesel,2010,Automatic,Ryga
Volkswagen Amarok,12900,2.0,Diesel,2010,Mechanical,Vilnius
Toyota Yaris,12900,1.5,Gasoline,2018,Mechanical,Vilnius
Toyota Auris,12900,1.8,N/A,2014,Automatic,Vilnius
Volkswagen Sharan,12900,2.0,Diesel,2012,Mechanical,Vilnius
Hyundai ix35,12900,2.0,Gasoline,2015,Mechanical,Vilnius
Kia Cee'd,12900,1.6,Diesel,2019,Mechanical,Kaunas
Honda HR-V,12900,1.6,Gasoline,2016,Automatic,Siauliai
Nissan Pathfinder,12950,3 0,Diesel,2013,Automatic,Vilnius
Volkswagen Sharan,12950,2.0,Diesel,2013,Automatic,Kretinga
Volkswagen Jetta,12950,1.4,Gasoline,2016,Automatic,Vilnius
Volkswagen Crafter,12950,2.0,Diesel,2014,Mechanical,Vilnius
Audi Q5,12950,3.0,Diesel,2013,Automatic,Radviliskis
Skoda Octavia,12950,2 0,Diesel,2015,Automatic,Elektrenai
Audi A5,12990,2.0,Gasoline,2012,Automatic,Klaipeda
Volkswagen Golf,12990,2.0,Diesel,2018,Automatic,Wagon
Seat Arona,12999,1.0,Gasoline,2018,Mechanical,Kretinga
Mercedes-Benz CLA 45 AMG,12999,2.0,Gasoline,2014,Automatic,Vilnius
Citroen Jumpy,12999,2.0,Diesel,2015,Mechanical,Kaunas
Mercedes-Benz CL 420 W140,13000,4.2,Petrol / Gas,1997,Automatic,Marijampole
Audi A6 C7,13000,3.0,Diesel,2012,Automatic,Druskininkai
Mercedes-Benz S 420 W221,13000,4.0,Diesel,2010,Automatic,Ukmerge
BMW 535 F10,13000,3.0,Gasoline,2011,Automatic,Ukmerge
Cupra Formentor,13000,1.4,N/A,2021,Automatic,Siauliai
Skoda Octavia,13000,2.0,Diesel,2015,Automatic,Vilnius
Audi A3,13000,1.4,Gasoline,2012,Automatic,Klaipeda
BMW X3,13000,2.0,Diesel,2014,Mechanical,Alytus
Kia Sportage,13100,2.4,Gasoline,2016,Automatic,Siauliai
Volvo XC60,13150,2.0,Diesel,2012,Mechanical,Utena
Ford Transit,13199,2.0,Diesel,2016,Mechanical,Kaunas
Volkswagen Passat,13200,2.0,Diesel,2015,Mechanical,Kedainiai
Ford Transit,13200,2.0,Diesel,2017,Mechanical,Marijampole
BMW 635,13200,3.0,Diesel,2008,Automatic,Ryga
Volkswagen Touareg,13200,3.0,Diesel,2010,Automatic,Vilnius
Toyota RAV4 IV,13300,2.2,Diesel,2013,Mechanical,Kedainiai
Skoda Octavia,13300,1.6,Diesel,2018,Automatic,Klaipeda
Renault Espace,13400,1.6,Diesel,2016,Automatic,Vilnius
Volkswagen Passat,13450,2.0,Diesel,2016,Automatic,Van
Audi A6 C7,13450,3.0,Diesel,2012,Automatic,Panevezys
Kia Cee'd,13490,16 ,Diesel,2019,Mechanical,Vilnius
Buick Encore,13500,1.4,Gasoline,2017,Automatic,Klaipeda
Toyota RAV4,13500,2.0,Diesel,2015,Mechanical,Utena
Volkswagen Transporter T5,13500,2.0,Diesel,2013,Mechanical,Siauliai
BMW 530 F10,13500,3.0,Diesel,2012,Automatic,Siauliai
Audi A6,13500,2.0,Diesel,2014,Mechanical,Taurage
Renault Master,13500,2.0,Diesel,2016,Mechanical,Vilnius
Mercedes-Benz C 180 W204,13500,1.6,Gasoline,2013,Automatic,Vilnius
BMW X5,13500,3.0,Diesel,2010,Automatic,Vilnius
Fiat Ducato,13500,2.3,Diesel,2018,Mechanical,Vilnius
Volkswagen Passat,13500,2.0,Diesel,2016,Automatic,Vilnius
Fiat Ducato,13500,2.3,Diesel,2018,Mechanical,Vilnius
Mercedes-Benz E 55 AMG,13500,5.5,Gasoline,1998,Automatic,Vilnius
Porsche 944,13500,2.5,Gasoline,1987,Mechanical,Vilnius
Fiat Ducato,13500,2.3,Diesel,2018,Mechanical,Vilnius
Audi A4,13500,2.0,Gasoline,2013,Automatic,Ryga
Toyota Camry,13500,2.5,Gasoline,2013,Automatic,Ryga
Mercedes-Benz C 200,13500,2.1,Diesel,2016,Automatic,Klaipeda
Mercedes-Benz E 350,13500,3.0,Diesel,2013,Automatic,Vilnius
BMW X6,13500,3.0,Diesel,2009,Automatic,Utena
Mercedes-Benz Sprinter,13500,2.1,Diesel,2017,Automatic,Jurbarkas
Renault Kangoo,13500,1.5,Diesel,2018,Mechanical,Kaunas
Mercedes-Benz E 55 AMG,13500,5.5,Gasoline,2001,Automatic,Vilnius
Volkswagen Tiguan,13500,2.0,Diesel,2014,Automatic,Vilnius
Toyota Auris,13500,3 0,N/A,2014,Automatic,Siauliai
Ford Transit 2.0 TDCi (170HK) Van,13550,2.0,Diesel,2018,Mechanical,Radviliskis
Volkswagen Passat 2.0 TDI Comfortline,13550,2.0,Diesel,2015,Automatic,Radviliskis
Volkswagen Beetle,13600,1.8,Gasoline,2015,Automatic,Klaipeda
Hyundai Tucson,13600,1.7,Diesel,2016,Mechanical,Taurage
BMW 525,13600,2.0,Diesel,2013,Automatic,Vilnius
Audi A4 B8,13700,2.0,Gasoline,2011,Automatic,Vilnius
Volvo V40,13700,1.6,Gasoline,2015,Mechanical,Vilnius
Audi Q5,13700,2.0,Gasoline,2013,Automatic,Vilnius
Ford Transit Custom,13700,2.2,Diesel,2016,Mechanical,Klaipeda
BMW 520,13750,2.0,Diesel,2011,Automatic,Marijampole
Volkswagen Amarok,13799,2.0,Diesel,2013,Mechanical,Kretinga
Buick Encore,13800,1.4,Gasoline,2018,Automatic,Klaipeda
Audi A3,13800,1 m,Diesel,2014,Automatic,Vilnius
Subaru Legacy,13800,3.6,Gasoline,2015,Automatic,Druskininkai
BMW 320,13850,2.0,Diesel,2016,Automatic,Vilnius
Nissan X-Trail,13850,2 0,Diesel,2015,Automatic,Kaunas
Ford Kuga,13850,5 0,Diesel,2016,Automatic,Klaipeda
Toyota RAV4,13890,2.0,Diesel,2015,Mechanical,Kaunas
BMW X5,13899,3.0,Diesel,2013,Automatic,Kretinga
Mercedes-Benz CLK 55 AMG,13900,5.5,Gasoline,2009,Automatic,Klaipeda
Volkswagen Multivan,13900,2.5,Diesel,2007,Mechanical,Klaipeda
BMW 530,13900,3.0,Diesel,2014,Automatic,Kedainiai
BMW 520,13900,2.0,Diesel,2015,Automatic,Alytus
Mitsubishi ASX,13900,2.2,Diesel,2018,Automatic,Vilnius
Lexus GS 350,13900,3.5,Gasoline,2013,Automatic,Vilnius
BMW 740,13900,3.0,Diesel,2011,Automatic,Vilnius
BMW 530,13900,3.0,Diesel,2014,Automatic,Radviliskis
Ford Transit,13900,2.2,Diesel,2015,Mechanical,Kaunas
Ford Mustang,13900,2.3,Gasoline,2020,Automatic,Vilnius
Volkswagen Passat,13900,1.4,Gasoline,2015,Automatic,Vilnius
Audi A5,13900,2.0,Gasoline,2013,Automatic,Vilnius
Volkswagen Sharan,13900,2.0,Diesel,2014,Automatic,Vilnius
Volkswagen Touareg,13900,3.0,Diesel,2010,Automatic,Vilnius
BMW X5,13900,3.0,Diesel,2010,Automatic,Vilnius
Ford Galaxy,13900,2.0,Diesel,2015,Automatic,Ryga
BMW 525,13900,2.0,Diesel,2012,Automatic,Ryga
Nissan Qashqai,13900,1.2,Gasoline,2017,Mechanical,Klaipeda
Audi Q3,13900,2.0,Gasoline,2013,Automatic,Vilnius
Audi A5 Sportback,13900,2.0,Diesel,2014,Automatic,Vilnius
BMW 320,13900,2.0,Diesel,2013,Automatic,Vilnius
Lexus LS 600 h,13900,5.0,N/A,2007,Automatic,Vilnius
Nissan X-Trail,13900,3 0,Diesel,2016,Mechanical,Siauliai
Volvo V60,13900,3 0,Diesel,2016,Automatic,Siauliai
BMW X6,13950,3.0,Gasoline,2008,Automatic,Kretinga
Volkswagen Transporter,13950,2.0,Diesel,2011,Mechanical,Kaisiadorys
Ford Escape,13950,1.5,Gasoline,2017,Automatic,Radviliskis
Volkswagen Caravelle,13950,2.0,Diesel,2013,Mechanical,Vilnius
BMW 530,13950,3.0,Diesel,2014,Automatic,Marijampole
Audi Q5,13950,2.0,Gasoline,2013,Automatic,Klaipeda
BMW 218 Active Tourer,13950,2.0,Diesel,2016,Automatic,Vilnius
Honda CR-V IV,13950,5 0,Gasoline,2013,Automatic,Klaipeda
BMW 320 Gran Turismo,13990,2.0,Diesel,2013,Automatic,Vilnius
Ford Mondeo,13990,2.0,Diesel,2017,Automatic,Vilnius
Toyota Corolla,13990,1.8,Gasoline,2019,Automatic,Vilnius
Ford C-MAX,13999,2.0,N/A,2017,Automatic,Kretinga
Opel Crossland X,13999,1.2,Gasoline,2018,Automatic,Kretinga
Renault Megane,13999,1.5,Diesel,2019,Mechanical,Kretinga
BMW 320 Gran Turismo,13999,2.0,Diesel,2014,Automatic,Klaipeda
Lexus LS 600h,13999,5.0,N/A,2008,Automatic,Klaipeda
Skoda Superb,13999,2.0,Diesel,2018,Automatic,Kaunas
Mercedes-Benz CLS 250,13999,2.2,Diesel,2011,Automatic,Anyksciai
Ford Transit,13999,2.2,Diesel,2014,Mechanical,Kaunas
Volvo XC60,13999,2.0,Diesel,2013,Mechanical,Kaunas
BMW 530 Gran Turismo,13999,3.0,Diesel,2010,Automatic,Kretinga
Mercedes-Benz GLK 200,13999,2.1,Diesel,2012,Automatic,Talinas
Kita Kitas,14000,8.0,Gasoline,1955,Automatic,Vilnius
BMW 525,14000,2.0,Diesel,2015,Automatic,Kaunas
Mitsubishi Outlander,14000,2.4,Gasoline,2016,Automatic,Vilnius
Land Rover Range Rover Sport,14000,3.0,Diesel,2018,Automatic,Siauliai
Audi Q5,14000,2.0,Diesel,2013,Automatic,Vilnius
BMW 530,14000,3.0,Diesel,2014,Automatic,Radviliskis
Ford Mondeo,14000,2.0,Diesel,2017,Mechanical,Vilnius
Audi RS3,14000,2.0,Gasoline,2020,Automatic,Siauliai
Mercedes-Benz C 180,14000,2.0,Diesel,2017,Automatic,Marijampole
Renault Talisman,14000,1.6,Diesel,2017,Mechanical,Vilnius
Mitsubishi Outlander,14000,2.4,Gasoline,2017,Automatic,Klaipeda
Fiat Ducato,14000,2.3,Diesel,2016,Mechanical,Kaunas
Audi A6,14000,3.0,Gasoline,2014,Automatic,Kaunas
BMW 528 F10,14000,3.0,Petrol / Gas,2011,Automatic,Telsiai
Nissan Qashqai,14000,1.6,Diesel,2015,Automatic,Vilnius
Iveco Daily,14000,2.0,Diesel,2016,Mechanical,Gargzdai
Iveco 35S18,14100,3.0,Diesel,2016,Automatic,Panevezys
Audi A5,14100,2.0,Diesel,2014,Automatic,Taurage
Opel Crossland X,14200,1.2,Gasoline,2018,Mechanical,Vilnius
BMW 520,14200,2.0,Diesel,2013,Automatic,Vilnius
BMW 530 Gran Turismo,14200,3.0,Diesel,2010,Automatic,Kaunas
Renault Grand Scenic,14250,1.5,Diesel,2017,Mechanical,Siauliai
Audi A6 C7,14300,1 m,Diesel,2012,Automatic,Vilnius
Volvo S60,14300,2.0,Gasoline,2016,Automatic,Naujoji Akmene
BMW X1,14300,1.5,Gasoline,2016,Mechanical,Klaipeda
BMW 320 Gran Turismo,14300,2.0,Diesel,2013,Automatic,Vilnius
BMW X6,14350,4.0,Diesel,2010,Automatic,Alytus
Volkswagen Golf,14350,1.6,Diesel,2018,Automatic,Wagon
Volkswagen Golf,14350,1.4,Gasoline,2017,Automatic,Vilnius
BMW 730 F01,14399,3.0,Diesel,2010,Automatic,Vilnius
Opel Crossland X,14400,1.2,Gasoline,2018,Mechanical,Klaipeda
Nissan X-Trail,14400,1.6,Diesel,2014,Automatic,Plunge
Subaru Outback,14400,2.5,Gasoline,2017,Automatic,Vilnius
Volkswagen Golf,14400,1.6,Diesel,2018,Automatic,Vilnius
BMW 320 F30,14460,2.0,Gasoline,2012,Automatic,Vilnius
Nissan Juke,14490,20 ,Gasoline,2018,Automatic,Vilnius
Toyota Yaris,14500,1.5,N/A,2018,Automatic,Vilnius
Ford Excursion,14500,6.8,Gasoline,2002,Automatic,Vilnius
Volkswagen Golf,14500,1.6,Diesel,2018,Automatic,Vilnius
Audi A6 C7,14500,1 m,Diesel,2012,Automatic,Vilnius
Mercedes-Benz GL 320,14500,3.0,Diesel,2007,Automatic,Kaunas
BMW 530 Gran Turismo,14500,3.0,Diesel,2010,Automatic,Kaunas
Hyundai Tucson,14500,1.5,Gasoline,2021,Automatic,Siauliai
BMW 520,14500,2.0,Diesel,2016,Automatic,Kaunas
BMW X5 E70,14500,3.0,Diesel,2010,Automatic,Kaunas
Mercedes-Benz CL 500,14500,5.5,Gasoline,2007,Automatic,Vilnius
Volvo XC60,14500,2.0,Diesel,2013,Mechanical,Kaunas
Jaguar XF,14500,2.0,Gasoline,2013,Automatic,Vilnius
Nissan Qashqai,14500,1.6,Diesel,2015,Automatic,Druskininkai
Audi A5,14500,2.0,Diesel,2015,Automatic,Marijampole
Audi A7,14500,3.0,Diesel,2011,Automatic,Vilnius
BMW 218 Active Tourer,14500,2.0,Diesel,2015,Mechanical,Kaunas
Ford Galaxy,14500,2.0,Diesel,2018,Automatic,Kaunas
Mazda CX-5,14500,2.2,Diesel,2015,Automatic,Vilnius
Volkswagen Transporter T5,14500,2.0,Diesel,2013,Mechanical,Klaipeda
Ford Kuga,14500,2.0,Diesel,2018,Automatic,Kaunas
BMW 218 Active Tourer,14599,2.0,Diesel,2017,Automatic,Kretinga
Mercedes-Benz E 350,14600,3.0,Diesel,2009,Automatic,Vilnius
BMW X5 E70,14600,4.8,Petrol / Gas,2009,Automatic,Vilnius
BMW 216 Gran Tourer,14650,1.5,Diesel,2019,Automatic,Kedainiai
Volkswagen Golf,14650,1.6,Diesel,2018,Automatic,Wagon
BMW 535,14699,3.0,Diesel,2012,Automatic,Kretinga
Volkswagen Transporter,14700,2.0,Diesel,2016,Mechanical,Kaunas
BMW 750,14700,4.4,Gasoline,2013,Automatic,Vilnius
Volkswagen Golf,14700,1.0,Gasoline,2019,Automatic,Vilnius
Volkswagen Golf Sportsvan,14700,3 0,Gasoline,2017,Mechanical,Siauliai
Volkswagen Tiguan,14700,3 0,Gasoline,2015,Mechanical,Siauliai
Volkswagen Golf,14700,1.0,Gasoline,2019,Automatic,Vilnius
Toyota Auris,14750,1.8,N/A,2015,Automatic,Vilnius
Volkswagen Passat,14800,2 m,Diesel,2015,Automatic,Vilnius
Mercedes-Benz CL 55 AMG,14800,4.7,Gasoline,2011,Automatic,Vilnius
Audi A3,14800,2.0,Diesel,2016,Automatic,Klaipeda
Audi A8,14850,4.1,Diesel,2010,Automatic,Kretinga
Kia Optima,14850,5 0,Gasoline,2018,Automatic,Klaipeda
Volkswagen Golf,14860,1.4,Gasoline,2013,Automatic,Vilnius
Volvo S60,14900,2.0,Gasoline,2016,Automatic,Klaipeda
BMW X3,14900,2.0,Gasoline,2014,Automatic,Klaipeda
Mercedes-Benz Sprinter,14900,2.1,Diesel,2012,Mechanical,Klaipeda
Hyundai Tucson,14900,2.0,Diesel,2015,Mechanical,Kaunas
BMW 528,14900,2.0,Gasoline,2013,Automatic,Klaipeda
BMW M550,14900,3.0,Diesel,2013,Automatic,Vilnius
Mercedes-Benz 220,14900,2.1,Diesel,2018,Automatic,Telsiai
Audi Q5,14900,2.0,Gasoline,2013,Automatic,Vilnius
Audi Q3,14900,2.0,Gasoline,2015,Automatic,Vilnius
Hyundai Santa Fe,14900,2.2,Diesel,2014,Automatic,Ryga
Audi A6,14900,3.0,Diesel,2015,Automatic,Vilnius
Toyota Corolla,14900,1.6,Gasoline,2018,Automatic,Vilnius
Skoda Scala,14900,1.0,Gasoline,2020,Mechanical,Vilnius
Volkswagen Touareg,14900,3.0,Diesel,2014,Automatic,Vilnius
Honda CR-V,14900,2.0,Gasoline,2015,Mechanical,Ryga
Toyota Auris,14900,1.8,N/A,2016,Automatic,Ryga
BMW 218,14900,3 0,Diesel,2017,Automatic,Siauliai
Nissan Qashqai,14900,3 0,Gasoline,2017,Automatic,Siauliai
Skoda Octavia,14950,1.6,Diesel,2019,Automatic,Wagon
Volkswagen Golf,14990,1.6,Diesel,2017,Automatic,Hatchback
Volkswagen Passat,14990,2.0,Diesel,2016,Automatic,Sedan
Lexus RX 450h,14990,3.5,N/A,2011,Automatic,Kaunas
Kia Cee'd,14990,100,Diesel,2019,Mechanical,Vilnius
Kia Cee'd,14990,116,Diesel,2019,Mechanical,Vilnius
Nissan Juke,14990,1.6,Gasoline,2017,Automatic,Vilnius
Volkswagen Touran,14999,2.0,Diesel,2019,Automatic,Radviliskis
Volkswagen Tiguan,14999,2.0,Diesel,2014,Automatic,Talinas
BMW 218,14999,1.5,Gasoline,2015,Automatic,Talinas
BMW 740 F01,15000,3.0,Diesel,2011,Automatic,Panevezys
Volkswagen Arteon,15000,2.0,Gasoline,2021,Automatic,Siauliai
BMW X5 E70,15000,3.0,Diesel,2011,Automatic,Visaginas
Toyota Auris,15000,1.6,Gasoline,2018,Automatic,Vilnius
Mercedes-Benz Vito,15000,2.1,Diesel,2014,Automatic,Vilnius
Audi Q5,15000,3.2,Gasoline,2012,Automatic,Kaunas
BMW 118,15000,2.0,Diesel,2017,Automatic,Kaunas
Ford Transit,15000,2.0,Diesel,2018,Mechanical,Vilnius
Audi A3,15050,20 ,Diesel,2018,Mechanical,Vilnius
Nissan X-Trail,15100,2.0,Diesel,2017,Automatic,Vilnius
Jeep Compass,15200,2.4,Gasoline,2017,Automatic,Klaipeda
Audi Q3,15200,2.0,Gasoline,2015,Automatic,Klaipeda
Volkswagen Polo,15200,1 m,Gasoline,2019,Automatic,Kaunas
Alfa-Romeo Giulia,15200,2.1,Diesel,2016,Mechanical,Vilnius
Volvo S60,15300,2.0,Gasoline,2018,Automatic,Naujoji Akmene
Nissan Juke,15300,1.6,Gasoline,2017,Automatic,Vilnius
BMW X5,15300,3.0,Diesel,2011,Automatic,Ryga
Mercedes-Benz 220,15300,2.2,Diesel,2013,Automatic,Vilkaviskis
Volkswagen Tiguan,15300,3 0,Gasoline,2016,Automatic,Siauliai
BMW 530,15350,2 0,Diesel,2014,Automatic,Kaunas
Volkswagen Multivan,15400,2.0,Diesel,2010,Mechanical,Kaisiadorys
Volkswagen Passat,15400,2.0,Diesel,2017,Automatic,Vilnius
Volvo XC60,15400,2.0,Gasoline,2015,Automatic,Telsiai
Ford Kuga,15499,2.0,Diesel,2017,Automatic,Kretinga
Land Rover Range Rover Sport,15500,3.0,Diesel,2012,Automatic,Vilnius
Toyota Yaris,15500,1.0,Gasoline,2022,Mechanical,Kaunas
Audi A1,15500,1.4,Diesel,2016,Automatic,Vilnius
Renault Talisman,15500,1.6,Diesel,2018,Automatic,Mazeikiai
Nissan Qashqai,15500,1.5,Diesel,2015,Automatic,Utena
Audi A6,15500,3.0,Diesel,2014,Automatic,Vilnius
Ford Transit Custom,15500,2.0,Diesel,2020,Automatic,Siauliai
Mercedes-Benz ML 350,15500,3.5,Gasoline,2010,Automatic,Klaipeda
